school_name,address,postal_code,mainlevel_code,type_code,zone_code,X,Y,Longitude,Latitude,year_in_location
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,20 Clementi Avenue 1   ,129957,MIXED LEVEL (S1-JC2),SPECIALISED INDEPENDENT SCHOOL,WEST,20970.231456643,32037.2007885557,103.770152807737,1.30600678096247,2005
OASIS PRIMARY SCHOOL,71 Edgefield Plains   ,828716,PRIMARY,GOVERNMENT SCHOOL,EAST,36667.1550856009,42991.3663999084,103.911200193835,1.40507184758584,2018
OPERA ESTATE PRIMARY SCHOOL,48 FIDELIO STREET   ,458436,PRIMARY,GOVERNMENT SCHOOL,EAST,38064.4274895079,33581.1396132912,103.923752668632,1.31996876377748,2003
ORCHID PARK SECONDARY SCHOOL,10 YISHUN STREET 81   ,768454,SECONDARY (S1-S5),GOVERNMENT SCHOOL,NORTH,28505.3110986585,44124.4476742018,103.837859241343,1.41532032779634,2001
OUTRAM SECONDARY SCHOOL,3 YORK HILL   ,168622,SECONDARY (S1-S5),GOVERNMENT SCHOOL,SOUTH,28423.8747252515,29881.6544933487,103.837127264403,1.28651357464735,1999
PALM VIEW PRIMARY SCHOOL,150 Compassvale Bow   ,544822,PRIMARY,GOVERNMENT SCHOOL,NORTH,34458.6783197625,40635.7654705234,103.891354675017,1.38376923022123,2015
PARK VIEW PRIMARY SCHOOL,60 PASIR RIS DRIVE 1   ,519524,PRIMARY,GOVERNMENT SCHOOL,EAST,39783.5293153096,39999.8822296057,103.9392021807,1.37801687647812,1997
PASIR RIS CREST SECONDARY SCHOOL,11 PASIR RIS STREET 41   ,518934,SECONDARY (S1-S5),GOVERNMENT SCHOOL,EAST,42067.8542885976,39427.6259528883,103.959728202919,1.37284060102246,2008
PASIR RIS PRIMARY SCHOOL,5 PASIR RIS STREET 21   ,518968,PRIMARY,GOVERNMENT SCHOOL,EAST,42423.3658017013,39384.6009523422,103.962922699031,1.37245132722087,1993
PASIR RIS SECONDARY SCHOOL,390 TAMPINES STREET 21   ,529400,SECONDARY (S1-S5),GOVERNMENT SCHOOL,EAST,40869.8736143373,37369.4000635836,103.948962626204,1.35422732653396,1987
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298 LORONG AH SOO   ,536741,PRIMARY,GOVERNMENT-AIDED SCH,EAST,33734.5224694395,36929.8656870592,103.884846876112,1.3502545600894,1987
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),296 LOR AH SOO   ,536742,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,EAST,33764.9220583495,37008.7061571106,103.885120050588,1.35096755912522,2007
PEI CHUN PUBLIC SCHOOL,16 LORONG 7 TOA PAYOH   ,319320,PRIMARY,GOVERNMENT-AIDED SCH,SOUTH,30450.8965329072,35439.718033338,103.855341310212,1.33677864390672,2001
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7 PEI WAH AVENUE   ,597610,PRIMARY,GOVERNMENT-AIDED SCH,WEST,21648.9750402756,35582.9065720346,103.776250903095,1.33807302121151,2004
PEI HWA SECONDARY SCHOOL,21 FERNVALE LINK   ,797702,SECONDARY (S1-S5),GOVERNMENT SCHOOL,NORTH,33023.8451944096,41366.172537256,103.878461745339,1.39037504993234,2007
PEI TONG PRIMARY SCHOOL,15 CLEMENTI AVENUE 5   ,129857,PRIMARY,GOVERNMENT SCHOOL,WEST,20668.2404885115,33215.772784153,103.767438999533,1.31666529308968,1982
PEICAI SECONDARY SCHOOL,10 SERANGOON AVENUE 4   ,556094,SECONDARY (S1-S5),GOVERNMENT SCHOOL,SOUTH,32083.411887873,37953.9001634661,103.870010749055,1.35951583222214,1984
PEIRCE SECONDARY SCHOOL,10 SIN MING WALK   ,575566,SECONDARY (S1-S5),GOVERNMENT SCHOOL,SOUTH,27654.7276661592,38743.7738600355,103.83021606804,1.36665944653812,1995
PEIYING PRIMARY SCHOOL,651 YISHUN RING ROAD   ,768687,PRIMARY,GOVERNMENT SCHOOL,NORTH,27646.6270154091,44356.206750067,103.830143209875,1.41741627551251,1987
PIONEER PRIMARY SCHOOL,80 TENGAH GARDEN AVENUE   ,699915,PRIMARY,GOVERNMENT SCHOOL,WEST,16812.4121220056,37391.2857226934,103.732790920197,1.35442592930738,2008
POI CHING SCHOOL,21 TAMPINES STREET 71   ,529067,PRIMARY,GOVERNMENT-AIDED SCH,EAST,39343.4048039075,37747.9287135638,103.935246486174,1.35765121877679,2000
PRESBYTERIAN HIGH SCHOOL,5209 ANG MO KIO AVENUE 6   ,569845,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,SOUTH,29008.7518431395,40412.8958896007,103.842382968794,1.38175437421949,2004
PRINCESS ELIZABETH PRIMARY SCHOOL,30 BUKIT BATOK WEST AVENUE 3   ,659163,PRIMARY,GOVERNMENT SCHOOL,WEST,17694.7193374345,36812.396792436,103.740719208011,1.34919098857585,1986
PUNGGOL COVE PRIMARY SCHOOL,52 Sumang Walk   ,828674,PRIMARY,GOVERNMENT SCHOOL,EAST,35298.7904222226,43711.4672181848,103.89890448429,1.41158455562454,2016
PUNGGOL GREEN PRIMARY SCHOOL,98 Punggol Walk   ,828772,PRIMARY,GOVERNMENT SCHOOL,EAST,35286.5548319491,42621.3463525623,103.898794262307,1.40172590450528,2013
PUNGGOL PRIMARY SCHOOL,61 HOUGANG AVENUE 8   ,538787,PRIMARY,GOVERNMENT SCHOOL,SOUTH,34827.3316768408,40020.0263597388,103.894667159512,1.37820062547641,1995
PUNGGOL SECONDARY SCHOOL,51 EDGEFIELD PLAINS   ,828870,SECONDARY (S1-S5),GOVERNMENT SCHOOL,EAST,36446.0969829671,42658.0347204488,103.909213706482,1.40205738421399,2003
PUNGGOL VIEW PRIMARY SCHOOL,9 Punggol Place   ,828845,PRIMARY,GOVERNMENT SCHOOL,EAST,36010.4358489802,42989.2062344458,103.905299026568,1.40505250226058,2013
QIFA PRIMARY SCHOOL,50 WEST COAST AVENUE   ,128104,PRIMARY,GOVERNMENT SCHOOL,WEST,19465.1912890384,32839.9119845238,103.756629101811,1.3132658326807,1987
QIHUA PRIMARY SCHOOL,5 WOODLANDS STREET 81   ,738525,PRIMARY,GOVERNMENT SCHOOL,NORTH,22994.5556907868,47078.5773993656,103.788339762066,1.44203596557592,1988
QUEENSTOWN PRIMARY SCHOOL,310 MARGARET DR   ,149303,PRIMARY,GOVERNMENT SCHOOL,SOUTH,25143.1426198389,30878.5540552996,103.807648475656,1.29552905587752,2002
QUEENSTOWN SECONDARY SCHOOL,1 STRATHMORE ROAD   ,148800,SECONDARY (S1-S5),GOVERNMENT SCHOOL,SOUTH,25759.9730125098,30656.5376077667,103.813190980055,1.29352126774652,1997
QUEENSWAY SECONDARY SCHOOL,2A MARGARET DRIVE   ,149295,SECONDARY (S1-S5),GOVERNMENT SCHOOL,SOUTH,24537.5928928228,31397.561654076,103.802207291625,1.30022271592188,1961
RADIN MAS PRIMARY SCHOOL,1 BUKIT PURMEI AVENUE   ,99840,PRIMARY,GOVERNMENT SCHOOL,SOUTH,26975.8011428332,28597.1569343451,103.824115781658,1.27489701529771,1984
RAFFLES GIRLS' PRIMARY SCHOOL,21 Hillcrest Road   ,289072,PRIMARY,GOVERNMENT SCHOOL,SOUTH,25003.9977021599,34694.7955917995,103.806397828938,1.33004178068277,1999
RAFFLES GIRLS' SCHOOL (SECONDARY),2 BRADDELL RISE   ,318871,SECONDARY (S1-S4),INDEPENDENT SCHOOL,SOUTH,29092.3551620366,36036.388495991,103.84313404727,1.34217479932295,2019
RAFFLES INSTITUTION,1 RAFFLES INSTITUTION LANE   ,575954,MIXED LEVEL (S1-JC2),INDEPENDENT SCHOOL,SOUTH,29397.4034992037,36480.122403916,103.845875110532,1.34618775847486,1990
RED SWASTIKA SCHOOL,350 BEDOK NORTH AVENUE 3   ,469719,PRIMARY,GOVERNMENT-AIDED SCH,EAST,39240.1303829281,35138.9475005791,103.934317528484,1.33405659580859,1981
REGENT SECONDARY SCHOOL,50 CHOA CHU KANG NORTH 5   ,689621,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,18842.8552409327,41687.3977799285,103.751034411529,1.39327908335682,2001
RIVER VALLEY HIGH SCHOOL,6 BOON LAY AVENUE   ,649961,MIXED LEVEL (S1-JC2),GOVERNMENT SCHOOL,WEST,14074.6256253822,36304.4497505389,103.708190688947,1.34459584223718,2010
RIVER VALLEY PRIMARY SCHOOL,2 RIVER VALLEY GREEN   ,237993,PRIMARY,GOVERNMENT SCHOOL,SOUTH,28300.5267893467,30729.7527125087,103.836018941571,1.29418347842837,2005
RIVERSIDE PRIMARY SCHOOL,110 Woodlands Crescent   ,737803,PRIMARY,GOVERNMENT SCHOOL,NORTH,24502.3868994378,47627.9217809848,103.801889031334,1.44700426493785,2016
RIVERSIDE SECONDARY SCHOOL,3 WOODLANDS STREET 81   ,738524,SECONDARY (S1-S5),GOVERNMENT SCHOOL,NORTH,22991.0453311065,46975.256819712,103.78830823641,1.44110157139127,1990
UNITY PRIMARY SCHOOL,21 CHOA CHU KANG CRESCENT   ,688268,PRIMARY,GOVERNMENT SCHOOL,WEST,18371.796668564,42738.3144028578,103.746801233973,1.40278303219036,2001
RIVERVALE PRIMARY SCHOOL,80 RIVERVALE DRIVE   ,545092,PRIMARY,GOVERNMENT SCHOOL,NORTH,35926.5905072847,41693.547538057,103.904545253288,1.39333506298213,2001
ROSYTH SCHOOL,21 Serangoon North Avenue 4   ,555855,PRIMARY,GOVERNMENT SCHOOL,NORTH,32613.2254595151,39429.2584868576,103.87477170399,1.3728583654058,2001
RULANG PRIMARY SCHOOL,6 JURONG WEST STREET 52   ,649295,PRIMARY,GOVERNMENT SCHOOL,WEST,15217.2735802168,36541.3390983045,103.718457955487,1.34673868889096,1986
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",1 Technology Drive   ,138572,SECONDARY (S1-S4),SPECIALISED INDEPENDENT SCHOOL,WEST,21399.6898937989,32802.5152550135,103.774011529322,1.31292810600277,2012
"SCHOOL OF THE ARTS, SINGAPORE",1 Zubir Said Drive 05 01 ,227968,MIXED LEVEL (S1-JC2),SPECIALISED INDEPENDENT SCHOOL,SOUTH,29749.130692615967,31271.831427850644,103.8490353,1.2990858,2010
SEMBAWANG PRIMARY SCHOOL,10 SEMBAWANG DRIVE   ,757715,PRIMARY,GOVERNMENT SCHOOL,NORTH,26646.1261990219,47488.6922037564,103.821152676215,1.4457453096024,2002
SEMBAWANG SECONDARY SCHOOL,30 SEMBAWANG CRESCENT   ,757704,SECONDARY (S1-S5),GOVERNMENT SCHOOL,NORTH,26166.5553010562,47441.1161091775,103.816843258118,1.44531502131387,2001
SENG KANG PRIMARY SCHOOL,21 COMPASSVALE WALK   ,545166,PRIMARY,GOVERNMENT SCHOOL,NORTH,35368.2352863764,41241.8749130946,103.899527879229,1.38925044778224,1997
SENG KANG SECONDARY SCHOOL,10 COMPASSVALE LANE   ,545090,SECONDARY (S1-S5),GOVERNMENT SCHOOL,NORTH,35238.8340261402,40948.4476958644,103.898365036709,1.38659683143747,2001
SENGKANG GREEN PRIMARY SCHOOL,15 Fernvale Road   ,797636,PRIMARY,GOVERNMENT SCHOOL,NORTH,32636.9100054335,41605.5649867393,103.874984869551,1.3925400930811,2013
SERANGOON GARDEN SECONDARY SCHOOL,21 SERANGOON NORTH AVENUE 1   ,555889,SECONDARY (S1-S5),GOVERNMENT SCHOOL,SOUTH,32000.9924708903,39038.6248832196,103.869270301476,1.36932570490947,2004
SERANGOON SECONDARY SCHOOL,11 UPPER SERANGOON VIEW   ,534237,SECONDARY (S1-S5),GOVERNMENT SCHOOL,SOUTH,35658.8371386668,39628.0344803315,103.902138740699,1.37465538827443,2001
SHUQUN PRIMARY SCHOOL,8 JURONG WEST STREET 51   ,649332,PRIMARY,GOVERNMENT SCHOOL,WEST,15562.4299923396,36555.8065891601,103.721559387203,1.34686967259067,1986
SI LING PRIMARY SCHOOL,61 WOODLANDS AVENUE 1   ,739067,PRIMARY,GOVERNMENT SCHOOL,NORTH,22738.0565941427,46014.1202728488,103.786035065192,1.43240935732525,2001
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,190 DUNEARN ROAD   ,309437,PRIMARY,GOVERNMENT-AIDED SCH,SOUTH,27426.4538880838,33654.5249451734,103.828164966953,1.3206340835184,1994
SINGAPORE CHINESE GIRLS' SCHOOL,190 DUNEARN ROAD   ,309437,SECONDARY (S1-S4),INDEPENDENT SCHOOL,SOUTH,27426.4538880838,33654.5249451734,103.828164966953,1.3206340835184,1994
SINGAPORE SPORTS SCHOOL,1 Champions Way   ,737913,"MIXED LEVEL (S1-S5, JC1-JC2)",SPECIALISED INDEPENDENT SCHOOL,NORTH,23117.4954931987,45350.8892124798,103.789444793951,1.42641140556342,2004
SOUTH VIEW PRIMARY SCHOOL,6 Choa Chu Kang Central   ,689762,PRIMARY,GOVERNMENT SCHOOL,WEST,18410.9318699865,40377.3373044748,103.747153671,1.38143123987698,2003
SPECTRA SECONDARY SCHOOL,1 WOODLANDS DRIVE 64   ,737758,SECONDARY (S1-S4),SPECIALISED SCHOOL,NORTH,24748.4707526173,46525.8443958983,103.804100467487,1.43703750789961,2016
SPRINGDALE PRIMARY SCHOOL,71 Anchorvale Link   ,544799,PRIMARY,GOVERNMENT SCHOOL,NORTH,34242.9442041246,41909.1654851716,103.889416413501,1.39528544463377,2013
SPRINGFIELD SECONDARY SCHOOL,30 TAMPINES AVENUE 8   ,529593,SECONDARY (S1-S5),GOVERNMENT SCHOOL,EAST,38799.0137778232,36854.6606742647,103.930354460693,1.34957303471476,1995
ST ANDREW'S SCHOOL (JUNIOR),2 FRANCIS THOMAS DRIVE   ,359337,PRIMARY,GOVERNMENT-AIDED SCH,SOUTH,31538.8499082169,34845.2692709584,103.865117134385,1.33140255308868,1997
ST ANDREW'S SCHOOL (SECONDARY),15 FRANCIS THOMAS DRIVE   ,359342,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,SOUTH,31664.831310045,34766.8795819897,103.866249138562,1.33069360968075,2006
ST. ANDREW'S JUNIOR COLLEGE,5 Sorby Adams Drive   ,357691,JUNIOR COLLEGE,GOVERNMENT-AIDED SCH,SOUTH,31367.377300797,35029.1094067935,103.863576377056,1.33306515740956,2006
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602 BEDOK NORTH AVE 4   ,469701,PRIMARY,GOVERNMENT-AIDED SCH,EAST,40009.9558383394,35212.930261923,103.941234868202,1.3347253730189,1996
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1600 BEDOK NORTH AVENUE 4   ,469700,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,EAST,40092.566337103,35206.0519231595,103.941977166932,1.33466313498855,1996
ST. ANTHONY'S PRIMARY SCHOOL,30 Bukit Batok St 32   ,659401,PRIMARY,GOVERNMENT-AIDED SCH,WEST,18644.3733009221,38463.0810494516,103.749251919049,1.36411948475833,1996
ST. GABRIEL'S PRIMARY SCHOOL,220 Lorong Chuan   ,556742,PRIMARY,GOVERNMENT-AIDED SCH,SOUTH,31226.4103413029,36825.1216646656,103.862309899986,1.34930766795555,1989
ST. GABRIEL'S SECONDARY SCHOOL,24 SERANGOON AVENUE 1   ,556140,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,SOUTH,32760.4506575912,36513.3583147768,103.876094163287,1.34648798732177,1993
ST. HILDA'S PRIMARY SCHOOL,2 Tampines Ave 3   ,529706,PRIMARY,GOVERNMENT-AIDED SCH,EAST,39540.4096965808,36866.4956980404,103.937016363397,1.34967978969837,1990
ST. HILDA'S SECONDARY SCHOOL,2 TAMPINES STREET 82   ,528986,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,EAST,39606.2556369342,36873.0704489276,103.937608032148,1.34973922385379,1990
ST. JOSEPH'S INSTITUTION,38 MALCOLM ROAD   ,308274,MIXED LEVEL (S1-JC2),INDEPENDENT SCHOOL,SOUTH,27463.6263318341,33988.3560766336,103.828498974985,1.32365313490152,1988
ST. JOSEPH'S INSTITUTION JUNIOR,3 ESSEX ROAD   ,309331,PRIMARY,GOVERNMENT-AIDED SCH,SOUTH,29370.5121512143,33342.7815418858,103.845633334522,1.31781476118551,1992
ST. MARGARET'S SCHOOL (PRIMARY),136 Sophia Road   ,228197,PRIMARY,GOVERNMENT-AIDED SCH,SOUTH,29391.3233877067,31831.1472821515,103.845820266438,1.30414407358332,1987
ST. MARGARET'S SCHOOL (SECONDARY),111 FARRER ROAD   ,259240,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,SOUTH,25360.6020710841,33559.5041493345,103.809602215402,1.31977464050584,2002
UNITY SECONDARY SCHOOL,20 CHOA CHU KANG STREET 62   ,689143,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,18284.9462911766,42432.2689475045,103.74602091483,1.40001524119441,2001
ST. PATRICK'S SCHOOL,490 EAST COAST ROAD   ,429058,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,EAST,37383.9909570096,32244.7789235692,103.917638193713,1.30788341871801,1933
ST. STEPHEN'S SCHOOL,20 SIGLAP VIEW   ,455789,PRIMARY,GOVERNMENT-AIDED SCH,EAST,37341.652827817,33450.7695051655,103.917258129598,1.31878997295135,2003
SWISS COTTAGE SECONDARY SCHOOL,3 BUKIT BATOK STREET 34   ,659322,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,18771.7135838792,38529.1941047609,103.750396136688,1.36471742697475,1998
TAMPINES MERIDIAN JUNIOR COLLEGE,21 Pasir Ris Street 71   ,518799,JUNIOR COLLEGE,GOVERNMENT SCHOOL,EAST,39537.4294200996,39813.7284696326,103.936990723441,1.37633346909682,2018
